TableSchema	TableName	ColumnName	Type	Length	Prec	Scale	Nullable	IsIdentity
dbo	TIPO_ACIDENTE	BL_CHOQUE_SINALIZACAO	bit	1	1	0	YES	NO
dbo	TIPO_ACIDENTE	BL_DETALHE_NIVEL_2	bit	1	1	0	YES	NO
dbo	TIPO_ACIDENTE	BL_CHOQUE_POSTE	bit	1	1	0	YES	NO
dbo	TIPO_ACIDENTE	BL_CHOQUE_DRENAGEM	bit	1	1	0	YES	NO
dbo	TIPO_ACIDENTE	BL_ATROPELAMENTO_PEDESTRE_ARTESP	bit	1	1	0	YES	NO
dbo	TIPO_ACIDENTE	BL_CHOQUE_EDIFICACAO	bit	1	1	0	YES	NO
dbo	TIPO_ACIDENTE	BL_DETALHE_NIVEL_4	bit	1	1	0	YES	NO
dbo	TIPO_ACIDENTE	BL_CHOQUE_DISPOSITIVO_CONTENCAO	bit	1	1	0	YES	NO
dbo	TIPO_ACIDENTE_BKP_21022024	CD_TIPO_ACIDENTE	int	4	10	0	NO	YES
dbo	TIPO_ACIDENTE_BKP_21022024	TIPO_ACIDENTE	varchar	100	0	0	NO	NO
dbo	TIPO_ACIDENTE_BKP_21022024	SIGLA	varchar	10	0	0	YES	NO
dbo	TIPO_ACIDENTE_BKP_21022024	AGENCIA_SIGLA	varchar	50	0	0	YES	NO
dbo	TIPO_ACIDENTE_BKP_21022024	AGENCIA	varchar	500	0	0	YES	NO
dbo	TIPO_ACIDENTE_BKP_21022024	RESUMO	varchar	300	0	0	YES	NO
dbo	TIPO_ACIDENTE_BKP_21022024	CD_CONCESSAO	int	4	10	0	YES	NO
dbo	TIPO_ACIDENTE_BKP_21022024	CD_USUARIO	int	4	10	0	YES	NO
dbo	TIPO_ACIDENTE_BKP_21022024	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_ACIDENTE_BKP_21022024	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_ACIDENTE_BKP_21022024	CD_RELGRUPO	int	4	10	0	YES	NO
dbo	TIPO_ACIDENTE_BKP_21022024	RELCLASS	varchar	100	0	0	YES	NO
dbo	TIPO_ACIDENTE_BKP_21022024	CD_EXPORTACAO	int	4	10	0	YES	NO
dbo	TIPO_ACIDENTE_BKP_21022024	GRUPO_ACIDENTE	varchar	5	0	0	YES	NO
dbo	TIPO_ACIDENTE_BKP_21022024	COD_EXPORT	int	4	10	0	YES	NO
dbo	TIPO_ACIDENTE_BKP_21022024	DOMINIO_TOR	varchar	200	0	0	YES	NO
dbo	TIPO_ACIDENTE_DETALHE_NIVEL_1	CD_TIPO_ACIDENTE_DETALHE_NIVEL_1	int	4	10	0	NO	YES
dbo	TIPO_ACIDENTE_DETALHE_NIVEL_1	CD_DETALHE_NIVEL_1	int	4	10	0	YES	NO
dbo	TIPO_ACIDENTE_DETALHE_NIVEL_1	dominio_agencia	varchar	200	0	0	YES	NO
dbo	TIPO_ACIDENTE_DETALHE_NIVEL_1	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_ACIDENTE_DETALHE_NIVEL_2	CD_TIPO_ACIDENTE_DETALHE_NIVEL_2	int	4	10	0	NO	YES
dbo	TIPO_ACIDENTE_DETALHE_NIVEL_2	CD_DETALHE_NIVEL_2	int	4	10	0	YES	NO
dbo	TIPO_ACIDENTE_DETALHE_NIVEL_2	CD_TIPO_ACIDENTE	int	4	10	0	YES	NO
dbo	TIPO_ACIDENTE_DETALHE_NIVEL_2	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_ACIDENTE_DETALHE_NIVEL_3	CD_TIPO_ACIDENTE_DETALHE_NIVEL_3	int	4	10	0	NO	YES
dbo	TIPO_ACIDENTE_DETALHE_NIVEL_3	CD_DETALHE_NIVEL_3	int	4	10	0	YES	NO
dbo	TIPO_ACIDENTE_DETALHE_NIVEL_3	CD_TIPO_ACIDENTE	int	4	10	0	YES	NO
dbo	TIPO_ACIDENTE_DETALHE_NIVEL_3	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_ACIDENTE_HIERARQUIA_NIVEIS	CD_TIPO_ACIDENTE_HIERARQUIA_NIVEIS	int	4	10	0	NO	YES
dbo	TIPO_ACIDENTE_HIERARQUIA_NIVEIS	CD_TIPO_ACIDENTE	int	4	10	0	NO	NO
dbo	TIPO_ACIDENTE_HIERARQUIA_NIVEIS	CD_DETALHE_NIVEL_2	int	4	10	0	YES	NO
dbo	TIPO_ACIDENTE_HIERARQUIA_NIVEIS	CD_DETALHE_NIVEL_3	int	4	10	0	YES	NO
dbo	TIPO_ACIDENTE_HIERARQUIA_NIVEIS	CD_DETALHE_NIVEL_4	int	4	10	0	YES	NO
dbo	TIPO_ACIDENTE_HIERARQUIA_NIVEIS	CD_DETALHE_NIVEL_5	int	4	10	0	YES	NO
dbo	TIPO_AGRUPAMENTO_RELATORIO	CD_RELATORIO	int	4	10	0	YES	NO
dbo	TIPO_AGRUPAMENTO_RELATORIO	CD_TIPO_AGRUPAMENTO_RELATORIO	int	4	10	0	YES	NO
dbo	TIPO_AGRUPAMENTO_RELATORIO	NOME	varchar	100	0	0	YES	NO
dbo	TIPO_AGRUPAMENTO_RELATORIO	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_AGRUPAMENTO_RELATORIO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_ALERTA	CD_TIPO_ALERTA	int	4	10	0	NO	YES
dbo	TIPO_ALERTA	TIPO_ALERTA	varchar	100	0	0	YES	NO
dbo	TIPO_ALERTA	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_ALERTA	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_ANEXO	CD_TIPO_ANEXO	int	4	10	0	YES	NO
dbo	TIPO_ANEXO	NOME	varchar	MAX	0	0	YES	NO
dbo	TIPO_ANEXO	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_ANEXO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_ATENDIMENTO	CD_TIPO_ATENDIMENTO	int	4	10	0	NO	YES
dbo	TIPO_ATENDIMENTO	TIPO_ATENDIMENTO	varchar	200	0	0	YES	NO
dbo	TIPO_ATENDIMENTO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_ATENDIMENTO_MEDICO	CD_TIPO_ATENDIMENTO_MEDICO	int	4	10	0	NO	YES
dbo	TIPO_ATENDIMENTO_MEDICO	NOME	varchar	MAX	0	0	YES	NO
dbo	TIPO_ATENDIMENTO_MEDICO	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_ATENDIMENTO_MEDICO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_ATENDIMENTO_MEDICO	SIGLA	varchar	10	0	0	YES	NO
dbo	TIPO_ATENDIMENTO_POR_RECURSO	CD_TIPO_ATENDIMENTO_POR_RECURSO	int	4	10	0	NO	YES
dbo	TIPO_ATENDIMENTO_POR_RECURSO	CD_RECURSO	int	4	10	0	NO	NO
dbo	TIPO_ATENDIMENTO_POR_RECURSO	CD_TIPO_ATENDIMENTO_RECURSO	int	4	10	0	NO	NO
dbo	TIPO_ATENDIMENTO_POR_RECURSO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_ATENDIMENTO_POR_RECURSO	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_ATENDIMENTO_POR_RECURSO	CD_USUARIO_CRIACAO	int	4	10	0	NO	NO
dbo	TIPO_ATENDIMENTO_POR_RECURSO_BKP	CD_TIPO_ATENDIMENTO_POR_RECURSO	int	4	10	0	NO	YES
dbo	TIPO_ATENDIMENTO_POR_RECURSO_BKP	CD_RECURSO	int	4	10	0	NO	NO
dbo	TIPO_ATENDIMENTO_POR_RECURSO_BKP	CD_TIPO_ATENDIMENTO_RECURSO	int	4	10	0	NO	NO
dbo	TIPO_ATENDIMENTO_POR_RECURSO_BKP	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_ATENDIMENTO_POR_RECURSO_BKP	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_ATENDIMENTO_POR_RECURSO_BKP	CD_USUARIO_CRIACAO	int	4	10	0	NO	NO
dbo	TIPO_ATENDIMENTO_POR_RECURSO_BKP_15092023	CD_TIPO_ATENDIMENTO_POR_RECURSO	int	4	10	0	NO	YES
dbo	TIPO_ATENDIMENTO_POR_RECURSO_BKP_15092023	CD_RECURSO	int	4	10	0	NO	NO
dbo	TIPO_ATENDIMENTO_POR_RECURSO_BKP_15092023	CD_TIPO_ATENDIMENTO_RECURSO	int	4	10	0	NO	NO
dbo	TIPO_ATENDIMENTO_POR_RECURSO_BKP_15092023	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_ATENDIMENTO_POR_RECURSO_BKP_15092023	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_ATENDIMENTO_POR_RECURSO_BKP_15092023	CD_USUARIO_CRIACAO	int	4	10	0	NO	NO
dbo	TIPO_ATENDIMENTO_RECURSO	CD_TIPO_ATENDIMENTO_RECURSO	int	4	10	0	NO	YES
dbo	TIPO_ATENDIMENTO_RECURSO	TIPO_ATENDIMENTO	varchar	MAX	0	0	YES	NO
dbo	TIPO_ATENDIMENTO_RECURSO	SIGLA	varchar	50	0	0	YES	NO
dbo	TIPO_ATENDIMENTO_RECURSO	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_ATENDIMENTO_RECURSO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_ATENDIMENTO_RECURSO	TEMPO_ALERTA	int	4	10	0	YES	NO
dbo	TIPO_ATENDIMENTO_RECURSO	TEMPO_ALERTA_MEDIO	int	4	10	0	YES	NO
dbo	TIPO_ATENDIMENTO_RECURSO	BL_REMOCAO	bit	1	1	0	YES	NO
dbo	TIPO_ATENDIMENTO_RECURSO	CLASS_ATEND_KCOR	varchar	100	0	0	YES	NO
dbo	TIPO_ATENDIMENTO_RECURSO	BL_CANCELAMENTO	bit	1	1	0	YES	NO
dbo	TIPO_ATENDIMENTO_RECURSO_BKP	CD_TIPO_ATENDIMENTO_RECURSO	int	4	10	0	NO	YES
dbo	TIPO_ATENDIMENTO_RECURSO_BKP	TIPO_ATENDIMENTO	varchar	MAX	0	0	YES	NO
dbo	TIPO_ATENDIMENTO_RECURSO_BKP	SIGLA	varchar	50	0	0	YES	NO
dbo	TIPO_ATENDIMENTO_RECURSO_BKP	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_ATENDIMENTO_RECURSO_BKP	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_ATENDIMENTO_RECURSO_BKP	TEMPO_ALERTA	int	4	10	0	YES	NO
dbo	TIPO_ATENDIMENTO_RECURSO_BKP	TEMPO_ALERTA_MEDIO	int	4	10	0	YES	NO
dbo	TIPO_ATENDIMENTO_RECURSO_BKP	BL_REMOCAO	bit	1	1	0	YES	NO
dbo	TIPO_ATENDIMENTO_RECURSO_BKP	CLASS_ATEND_KCOR	varchar	100	0	0	YES	NO
dbo	TIPO_ATIVO	CD_TIPO_ATIVO	int	4	10	0	NO	YES
dbo	TIPO_ATIVO	NOME	varchar	100	0	0	YES	NO
dbo	TIPO_ATIVO	ALIAS	varchar	50	0	0	YES	NO
dbo	TIPO_ATIVO	FUNCIONAL	bit	1	1	0	YES	NO
dbo	TIPO_ATIVO	BL_AUTOMATICO	bit	1	1	0	YES	NO
dbo	TIPO_ATIVO	URL_ICONE	varchar	500	0	0	YES	NO
dbo	TIPO_ATIVO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_ATIVO	DH_ALTERACAO	datetime	8	23	3	YES	NO
dbo	TIPO_ATIVO	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_ATIVO	CD_USUARIO_MANIPULADOR	int	4	10	0	YES	NO
dbo	TIPO_ATIVO	MINIMO_PERCENTUAL_DISPONIBILIDADE	decimal	9	10	2	YES	NO
dbo	TIPO_ATIVO	TEMPO_CICLO	int	4	10	0	YES	NO
dbo	TIPO_ATIVO	BL_ATUALIZAR_SINOTICO	bit	1	1	0	YES	NO
dbo	TIPO_ATROPELAMENTO	CD_TIPO_ATROPELAMENTO	int	4	10	0	NO	YES
dbo	TIPO_ATROPELAMENTO	CD_CONCESSAO	int	4	10	0	NO	NO
dbo	TIPO_ATROPELAMENTO	DESCRICAO	varchar	256	0	0	NO	NO
dbo	TIPO_ATROPELAMENTO	SIGLA	varchar	10	0	0	YES	NO
dbo	TIPO_ATROPELAMENTO	BL_PESSOA	bit	1	1	0	NO	NO
dbo	TIPO_ATROPELAMENTO	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_ATROPELAMENTO	CD_USUARIO	int	4	10	0	NO	NO
dbo	TIPO_ATROPELAMENTO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_ATROPELAMENTO	DH_INICIO	datetime2	7	23	3	NO	NO
dbo	TIPO_ATROPELAMENTO	DH_FIM	datetime2	7	23	3	NO	NO
dbo	TIPO_ATROPELAMENTO	BL_ANIMAL	bit	1	1	0	YES	NO
dbo	TIPO_BO	CD_TIPO_BO	int	4	10	0	NO	YES
dbo	TIPO_BO	NOME	varchar	MAX	0	0	YES	NO
dbo	TIPO_BO	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_BO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_CONEXAO	CD_TIPO_CONEXAO	int	4	10	0	NO	YES
dbo	TIPO_CONEXAO	CD_CONCESSAO	int	4	10	0	YES	NO
dbo	TIPO_CONEXAO	DESCRICAO	varchar	100	0	0	NO	NO
dbo	TIPO_CONEXAO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_CONEXAO	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_CONGESTIONAMENTO	CD_TIPO_CONGESTIONAMENTO	int	4	10	0	NO	YES
dbo	TIPO_CONGESTIONAMENTO	NOME	varchar	200	0	0	YES	NO
dbo	TIPO_CONGESTIONAMENTO	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_CONGESTIONAMENTO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_CONGESTIONAMENTO	BL_TIPO_CONGESTIONAMENTO_LIVRE	bit	1	1	0	YES	NO
dbo	TIPO_CONSERVACAO	CD_TIPO_CONSERVACAO	int	4	10	0	NO	YES
dbo	TIPO_CONSERVACAO	CD_CONCESSAO	int	4	10	0	YES	NO
dbo	TIPO_CONSERVACAO	DESCRICAO	varchar	256	0	0	YES	NO
dbo	TIPO_CONSERVACAO	SIGLA	varchar	10	0	0	YES	NO
dbo	TIPO_CONSERVACAO	CD_CATEGORIA	int	4	10	0	YES	NO
dbo	TIPO_CONSERVACAO	CLASSIFICACAO	varchar	100	0	0	YES	NO
dbo	TIPO_CONSERVACAO	CD_TIPO_SERVICO	int	4	10	0	YES	NO
dbo	TIPO_CONSERVACAO	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_CONSERVACAO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_CONSERVACAO	DH_INICIO	datetime2	7	23	3	NO	NO
dbo	TIPO_CONSERVACAO	DH_FIM	datetime2	7	23	3	NO	NO
dbo	TIPO_CONSERVACAO	CD_USUARIO	int	4	10	0	YES	NO
dbo	TIPO_CONSERVACAO_HISTORICO	CD_TIPO_CONSERVACAO	int	4	10	0	NO	NO
dbo	TIPO_CONSERVACAO_HISTORICO	CD_CONCESSAO	int	4	10	0	YES	NO
dbo	TIPO_CONSERVACAO_HISTORICO	DESCRICAO	varchar	256	0	0	YES	NO
dbo	TIPO_CONSERVACAO_HISTORICO	SIGLA	varchar	10	0	0	YES	NO
dbo	TIPO_CONSERVACAO_HISTORICO	CD_CATEGORIA	int	4	10	0	YES	NO
dbo	TIPO_CONSERVACAO_HISTORICO	CLASSIFICACAO	varchar	100	0	0	YES	NO
dbo	TIPO_CONSERVACAO_HISTORICO	CD_TIPO_SERVICO	int	4	10	0	YES	NO
dbo	TIPO_CONSERVACAO_HISTORICO	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_CONSERVACAO_HISTORICO	CD_USUARIO	int	4	10	0	NO	NO
dbo	TIPO_CONSERVACAO_HISTORICO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_CONSERVACAO_HISTORICO	DH_INICIO	datetime2	7	23	3	NO	NO
dbo	TIPO_CONSERVACAO_HISTORICO	DH_FIM	datetime2	7	23	3	NO	NO
dbo	TIPO_DANO	CD_TIPO_DANO	int	4	10	0	NO	YES
dbo	TIPO_DANO	CD_CONCESSAO	int	4	10	0	YES	NO
dbo	TIPO_DANO	DESCRICAO	varchar	500	0	0	YES	NO
dbo	TIPO_DANO	SIGLA	varchar	100	0	0	YES	NO
dbo	TIPO_DANO	CD_CATEGORIA	int	4	10	0	YES	NO
dbo	TIPO_DANO	CLASSIFICACAO	varchar	500	0	0	YES	NO
dbo	TIPO_DANO	CD_TIPO_SERVICO	int	4	10	0	YES	NO
dbo	TIPO_DANO	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_DANO	CD_USUARIO	int	4	10	0	YES	NO
dbo	TIPO_DANO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_DANO	DH_INICIO	datetime2	7	23	3	YES	NO
dbo	TIPO_DANO	DH_FIM	datetime2	7	23	3	YES	NO
dbo	TIPO_DANO_HISTORICO	CD_TIPO_DANO	int	4	10	0	NO	NO
dbo	TIPO_DANO_HISTORICO	CD_CONCESSAO	int	4	10	0	YES	NO
dbo	TIPO_DANO_HISTORICO	DESCRICAO	varchar	256	0	0	NO	NO
dbo	TIPO_DANO_HISTORICO	SIGLA	varchar	10	0	0	NO	NO
dbo	TIPO_DANO_HISTORICO	CD_CATEGORIA	int	4	10	0	YES	NO
dbo	TIPO_DANO_HISTORICO	CLASSIFICACAO	varchar	100	0	0	NO	NO
dbo	TIPO_DANO_HISTORICO	CD_TIPO_SERVICO	int	4	10	0	YES	NO
dbo	TIPO_DANO_HISTORICO	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_DANO_HISTORICO	CD_USUARIO	int	4	10	0	NO	NO
dbo	TIPO_DANO_HISTORICO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_DANO_HISTORICO	DH_INICIO	datetime2	7	23	3	NO	NO
dbo	TIPO_DANO_HISTORICO	DH_FIM	datetime2	7	23	3	NO	NO
dbo	TIPO_DANO_RESULTADO_FINAL	CD_TIPO_DANO_RESULTADO_FINAL	int	4	10	0	NO	YES
dbo	TIPO_DANO_RESULTADO_FINAL	NOME	varchar	100	0	0	YES	NO
dbo	TIPO_DANO_RESULTADO_FINAL	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_DANO_RESULTADO_FINAL	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_DATABASE	CD_TIPO_DATABASE	int	4	10	0	NO	NO
dbo	TIPO_DATABASE	DESCRICAO	varchar	20	0	0	YES	NO
dbo	TIPO_DATABASE	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_DATABASE	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_DISPARO	CD_TIPO_DISPARO	int	4	10	0	NO	YES
dbo	TIPO_DISPARO	NOME	varchar	100	0	0	YES	NO
dbo	TIPO_DISPARO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_DISPARO	DH_ALTERACAO	datetime	8	23	3	YES	NO
dbo	TIPO_DISPARO	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_DISPARO	CD_USUARIO_MANIPULADOR	int	4	10	0	YES	NO
dbo	TIPO_DOCUMENTO	CD_TIPO_DOCUMENTO	int	4	10	0	NO	YES
dbo	TIPO_DOCUMENTO	TIPO_DOCUMENTO	varchar	1000	0	0	YES	NO
dbo	TIPO_DOCUMENTO	SIGLA	varchar	10	0	0	YES	NO
dbo	TIPO_DOCUMENTO	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_DOCUMENTO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_DOCUMENTO	CATEGORIA_DOCUMENTO	varchar	40	0	0	YES	NO
dbo	TIPO_DOCUMENTO	BL_ABA_VITIMA	bit	1	1	0	YES	NO
dbo	TIPO_EMBALAGEM_TRANSPORTE	CD_TIPO_EMBALAGEM_TRANSPORTE	int	4	10	0	NO	YES
dbo	TIPO_EMBALAGEM_TRANSPORTE	CD_TIPO_TRANSPORTE	int	4	10	0	YES	NO
dbo	TIPO_EMBALAGEM_TRANSPORTE	DESCRICAO	varchar	70	0	0	YES	NO
dbo	TIPO_EMBALAGEM_TRANSPORTE	CD_USUARIO	int	4	10	0	YES	NO
dbo	TIPO_EMBALAGEM_TRANSPORTE	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_EMBALAGEM_TRANSPORTE	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_EMPRESA	CD_TIPO_EMPRESA	int	4	10	0	NO	YES
dbo	TIPO_EMPRESA	TIPO_EMPRESA	varchar	100	0	0	YES	NO
dbo	TIPO_EMPRESA	SIGLA	varchar	10	0	0	YES	NO
dbo	TIPO_EMPRESA	CD_USUARIO	int	4	10	0	YES	NO
dbo	TIPO_EMPRESA	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_EMPRESA	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_EMPRESA	BL_OBRA	bit	1	1	0	YES	NO
dbo	TIPO_ENCAMINHAMENTO_OUVIDORIA	CD_TIPO_ENCAMINHAMENTO_OUVIDORIA	int	4	10	0	NO	YES
dbo	TIPO_ENCAMINHAMENTO_OUVIDORIA	TIPO_ENCAMINHAMENTO	varchar	300	0	0	YES	NO
dbo	TIPO_ENCAMINHAMENTO_OUVIDORIA	BL_SEM_RESPOSTA	bit	1	1	0	YES	NO
dbo	TIPO_ENCAMINHAMENTO_OUVIDORIA	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_ENVIO	CD_TIPO_ENVIO	int	4	10	0	NO	YES
dbo	TIPO_ENVIO	NOME	varchar	100	0	0	YES	NO
dbo	TIPO_ENVIO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_ENVIO	DH_ALTERACAO	datetime	8	23	3	YES	NO
dbo	TIPO_ENVIO	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_ENVIO	CD_USUARIO_MANIPULADOR	int	4	10	0	YES	NO
dbo	TIPO_EVENTO	CD_TIPO_EVENTO	int	4	10	0	NO	YES
dbo	TIPO_EVENTO	DESCRICAO	varchar	50	0	0	YES	NO
dbo	TIPO_EVENTO	CD_USUARIO	int	4	10	0	YES	NO
dbo	TIPO_EVENTO	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_EVENTO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_INTERDICAO_OBRA	CD_INTERDICAO_OBRA	int	4	10	0	NO	YES
dbo	TIPO_INTERDICAO_OBRA	NOME	varchar	200	0	0	YES	NO
dbo	TIPO_INTERDICAO_OBRA	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_INTERDICAO_OBRA	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_INTERDICAO_OBRA	CD_USUARIO_MANIPULADOR	int	4	10	0	YES	NO
dbo	TIPO_LESAO	CD_TIPO_LESAO	int	4	10	0	NO	YES
dbo	TIPO_LESAO	TIPO_LESAO	varchar	MAX	0	0	YES	NO
dbo	TIPO_LESAO	SIGLA	varchar	10	0	0	YES	NO
dbo	TIPO_LESAO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_LESAO	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_LINKS_TELEFONES_UTEIS	CD_TIPO_LINKS_TELEFONES_UTEIS	int	4	10	0	NO	YES
dbo	TIPO_LINKS_TELEFONES_UTEIS	NOME	varchar	100	0	0	YES	NO
dbo	TIPO_LINKS_TELEFONES_UTEIS	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_LINKS_TELEFONES_UTEIS	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_LOCAL	CD_TIPO_LOCAL	int	4	10	0	NO	YES
dbo	TIPO_LOCAL	NOME	varchar	2000	0	0	YES	NO
dbo	TIPO_LOCAL	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_LOCAL	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_MANUTENCAO	CD_TIPO_MANUTENCAO	int	4	10	0	NO	YES
dbo	TIPO_MANUTENCAO	NOME	varchar	2000	0	0	YES	NO
dbo	TIPO_MANUTENCAO	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_MANUTENCAO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_MEIOS_ATINGIDOS	CD_TIPO_MEIOS_ATINGIDOS	int	4	10	0	NO	YES
dbo	TIPO_MEIOS_ATINGIDOS	DESCRICAO	varchar	50	0	0	YES	NO
dbo	TIPO_MEIOS_ATINGIDOS	CD_USUARIO	int	4	10	0	YES	NO
dbo	TIPO_MEIOS_ATINGIDOS	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_MEIOS_ATINGIDOS	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	TIPO_OBITO	CD_TIPO_OBITO	int	4	10	0	NO	YES
dbo	TIPO_OBITO	NOME	varchar	50	0	0	NO	NO
dbo	TIPO_OBITO	BL_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_OBITO	DH_TIMESTAMP	datetime	8	23	3	NO	NO
dbo	TIPO_OBRA	CD_TIPO_OBRA	int	4	10	0	NO	YES
dbo	TIPO_OBRA	TIPO_OBRA	varchar	150	0	0	YES	NO
dbo	TIPO_OBRA	DESCRICAO	varchar	400	0	0	YES	NO
dbo	TIPO_OBRA	CD_STATUS	bit	1	1	0	YES	NO
dbo	TIPO_OCORRENCIA	CD_TIPO_OCORRENCIA	int	4	10	0	NO	YES
dbo	TIPO_OCORRENCIA	CD_GRUPO_TIPO_OCORRENCIA	int	4	10	0	YES	NO
dbo	TIPO_OCORRENCIA	CD_GRAVIDADE_OCORRENCIA	int	4	10	0	YES	NO
dbo	TIPO_OCORRENCIA	NOME	varchar	100	0	0	YES	NO
dbo	TIPO_OCORRENCIA	SIGLA	varchar	50	0	0	YES	NO
dbo	TIPO_OCORRENCIA	BL_SINOTICO	bit	1	1	0	YES	NO
dbo	TIPO_OCORRENCIA	DESCRICAO	varchar	100	0	0	YES	NO
dbo	TIPO_OCORRENCIA	CD_ICONE_OCORRENCIA	int	4	10	0	YES	NO
dbo	TIPO_OCORRENCIA	MAX_DESLOCAMENTO	int	4	10	0	YES	NO
dbo	TIPO_OCORRENCIA	MAX_CHEGADA	int	4	10	0	YES	NO
dbo	TIPO_OCORRENCIA	MAX_OCORRENCIA	int	4	10	0	YES	NO
dbo	TIPO_OCORRENCIA	BL_CONGESTIONAMENTO	bit	1	1	0	YES	NO
dbo	TIPO_OCORRENCIA	BL_ANIMAL	bit	1	1	0	YES	NO
dbo	TIPO_OCORRENCIA	BL_VITIMA	bit	1	1	0	YES	NO
dbo	TIPO_OCORRENCIA	BL_VEICULO	bit	1	1	0	YES	NO
dbo	TIPO_OCORRENCIA	BL_RECURSO	bit	1	1	0	YES	NO
dbo	TIPO_OCORRENCIA	BL_DANO	bit	1	1	0	YES	NO
