TableSchema	TableName	ColumnName	Type	Length	Prec	Scale	Nullable	IsIdentity
APP	CENTRO_CUSTO	CD_CENTRO_CUSTO	smallint	2	5	0	NO	YES
APP	CENTRO_CUSTO	NOME	varchar	20	0	0	NO	NO
APP	CENTRO_CUSTO	DESCRICAO	varchar	100	0	0	NO	NO
APP	CENTRO_CUSTO	BL_STATUS	bit	1	1	0	NO	NO
APP	CENTRO_CUSTO	DH_TIMESTAMP	datetime	8	23	3	NO	NO
APP	CHECKLIST	CD_CHECKLIST	smallint	2	5	0	NO	YES
APP	CHECKLIST	NOME	varchar	100	0	0	NO	NO
APP	CHECKLIST	CD_USUARIO	int	4	10	0	YES	NO
APP	CHECKLIST	CD_STATUS	bit	1	1	0	YES	NO
APP	CHECKLIST	DH_TIMESTAMP	datetime	8	23	3	YES	NO
APP	CHECKLIST_SECAO_PERGUNTAS	CD_SECAO_PERGUNTAS	smallint	2	5	0	NO	YES
APP	CHECKLIST_SECAO_PERGUNTAS	CD_CHECKLIST	smallint	2	5	0	NO	NO
APP	CHECKLIST_SECAO_PERGUNTAS	CD_SECAO	smallint	2	5	0	YES	NO
APP	CHECKLIST_SECAO_PERGUNTAS	CD_PERGUNTA	smallint	2	5	0	YES	NO
APP	CHECKLIST_SECAO_PERGUNTAS	ORDEM	tinyint	1	3	0	YES	NO
APP	CHECKLIST_SECAO_PERGUNTAS	CD_USUARIO	int	4	10	0	YES	NO
APP	CHECKLIST_SECAO_PERGUNTAS	CD_STATUS	bit	1	1	0	YES	NO
APP	CHECKLIST_SECAO_PERGUNTAS	DH_TIMESTAMP	datetime	8	23	3	YES	NO
APP	CHECKLIST_TIPO_RECURSO	CD_CHECKLIST_TIPO_RECURSO	smallint	2	5	0	NO	YES
APP	CHECKLIST_TIPO_RECURSO	CD_CHECKLIST	smallint	2	5	0	NO	NO
APP	CHECKLIST_TIPO_RECURSO	CD_TIPO_RECURSO	int	4	10	0	YES	NO
APP	CHECKLIST_TIPO_RECURSO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
APP	FUNCAO	CD_FUNCAO	smallint	2	5	0	NO	YES
APP	FUNCAO	NOME	varchar	100	0	0	NO	NO
APP	FUNCAO	BL_MOTORISTA	bit	1	1	0	NO	NO
APP	FUNCAO	BL_RENDICAO	bit	1	1	0	NO	NO
APP	FUNCAO	BL_STATUS	bit	1	1	0	NO	NO
APP	FUNCAO	DH_TIMESTAMP	datetime	8	23	3	NO	NO
APP	FUNCIONARIO	CD_FUNCIONARIO	smallint	2	5	0	NO	YES
APP	FUNCIONARIO	NOME	varchar	200	0	0	NO	NO
APP	FUNCIONARIO	MATRICULA	varchar	20	0	0	YES	NO
APP	FUNCIONARIO	DATA_ADMISSAO	date	3	10	0	YES	NO
APP	FUNCIONARIO	CD_FUNCAO	smallint	2	5	0	YES	NO
APP	FUNCIONARIO	CD_CENTRO_CUSTO	smallint	2	5	0	YES	NO
APP	FUNCIONARIO	CD_USUARIO	int	4	10	0	YES	NO
APP	FUNCIONARIO	RESPONSAVEL	varchar	200	0	0	YES	NO
APP	FUNCIONARIO	BL_STATUS	bit	1	1	0	NO	NO
APP	FUNCIONARIO	DH_TIMESTAMP	datetime	8	23	3	NO	NO
APP	FUNCIONARIO_USUARIO	CD_FUNCIONARIO_USUARIO	int	4	10	0	NO	YES
APP	FUNCIONARIO_USUARIO	CD_FUNCIONARIO	int	4	10	0	NO	NO
APP	FUNCIONARIO_USUARIO	CD_USUARIO	int	4	10	0	NO	NO
APP	FUNCIONARIO_USUARIO	DH_TIMESTAMP	datetime	8	23	3	NO	NO
APP	PERGUNTA	CD_PERGUNTA	smallint	2	5	0	NO	YES
APP	PERGUNTA	NOME	varchar	100	0	0	NO	NO
APP	PERGUNTA	CD_USUARIO	int	4	10	0	YES	NO
APP	PERGUNTA	CD_STATUS	bit	1	1	0	YES	NO
APP	PERGUNTA	DH_TIMESTAMP	datetime	8	23	3	YES	NO
APP	RESPOSTA	CD_RESPOSTA	int	4	10	0	NO	YES
APP	RESPOSTA	CD_RESPOSTA_CHECKLIST	int	4	10	0	NO	NO
APP	RESPOSTA	CD_SECAO	smallint	2	5	0	YES	NO
APP	RESPOSTA	CD_PERGUNTA	smallint	2	5	0	YES	NO
APP	RESPOSTA	RESPOSTA	varchar	100	0	0	YES	NO
APP	RESPOSTA	CD_STATUS	bit	1	1	0	YES	NO
APP	RESPOSTA_CHECKLIST	CD_RESPOSTA_CHECKLIST	int	4	10	0	NO	YES
APP	RESPOSTA_CHECKLIST	CD_CHECKLIST	smallint	2	5	0	NO	NO
APP	RESPOSTA_CHECKLIST	CD_USUARIO	int	4	10	0	YES	NO
APP	RESPOSTA_CHECKLIST	CD_RECURSO	int	4	10	0	YES	NO
APP	RESPOSTA_CHECKLIST	CD_RECURSO_ATIVIDADE	int	4	10	0	YES	NO
APP	RESPOSTA_CHECKLIST	DATA_APP	datetime	8	23	3	NO	NO
APP	RESPOSTA_CHECKLIST	CD_STATUS	bit	1	1	0	YES	NO
APP	RESPOSTA_CHECKLIST	DH_TIMESTAMP	datetime	8	23	3	YES	NO
APP	RESPOSTA_CHECKLIST	CD_USUARIO_MANIPULADOR	int	4	10	0	YES	NO
APP	RESPOSTA_CHECKLIST	DH_TIMESTAMP_ATUALIZACAO	datetime	8	23	3	YES	NO
APP	SECAO	CD_SECAO	smallint	2	5	0	NO	YES
APP	SECAO	NOME	varchar	100	0	0	YES	NO
APP	SECAO	CD_USUARIO	int	4	10	0	YES	NO
APP	SECAO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
APP	SECAO	CD_STATUS	bit	1	1	0	YES	NO
APP	SERIAL	CD_SERIAL	int	4	10	0	NO	YES
APP	SERIAL	SERIAL	varchar	200	0	0	NO	NO
APP	SERIAL	NOME	varchar	100	0	0	NO	NO
APP	SERIAL	BL_AUTORIZADO	bit	1	1	0	NO	NO
APP	SERIAL	CD_STATUS	bit	1	1	0	NO	NO
APP	SERIAL	CD_USUARIO_CRIACAO	int	4	10	0	NO	NO
APP	SERIAL	DATA_CRIACAO	datetime	8	23	3	NO	NO
APP	SERIAL	CD_USUARIO_EXCLUSAO	int	4	10	0	YES	NO
APP	SERIAL	DATA_EXCLUSAO	datetime	8	23	3	YES	NO
APP	SERIAL	DATA_INICIO	datetime2	8	27	7	NO	NO
APP	SERIAL	DATA_FIM	datetime2	8	27	7	NO	NO
APP	SERIAL_HISTORICO	CD_SERIAL	int	4	10	0	NO	NO
APP	SERIAL_HISTORICO	SERIAL	varchar	200	0	0	NO	NO
APP	SERIAL_HISTORICO	NOME	varchar	100	0	0	NO	NO
APP	SERIAL_HISTORICO	BL_AUTORIZADO	bit	1	1	0	NO	NO
APP	SERIAL_HISTORICO	CD_STATUS	bit	1	1	0	NO	NO
APP	SERIAL_HISTORICO	CD_USUARIO_CRIACAO	int	4	10	0	NO	NO
APP	SERIAL_HISTORICO	DATA_CRIACAO	datetime	8	23	3	NO	NO
APP	SERIAL_HISTORICO	CD_USUARIO_EXCLUSAO	int	4	10	0	YES	NO
APP	SERIAL_HISTORICO	DATA_EXCLUSAO	datetime	8	23	3	YES	NO
APP	SERIAL_HISTORICO	DATA_INICIO	datetime2	8	27	7	NO	NO
APP	SERIAL_HISTORICO	DATA_FIM	datetime2	8	27	7	NO	NO
APP	SERIAL_RECURSO	CD_SERIAL_RECURSO	int	4	10	0	NO	YES
APP	SERIAL_RECURSO	CD_SERIAL	int	4	10	0	NO	NO
APP	SERIAL_RECURSO	CD_RECURSO	int	4	10	0	NO	NO
APP	SERIAL_RECURSO	CD_USUARIO_CRIACAO	int	4	10	0	NO	NO
APP	SERIAL_RECURSO	DATA_CRIACAO	datetime	8	23	3	NO	NO
APP	SERIAL_RECURSO	CD_STATUS	bit	1	1	0	NO	NO
APP	SOLICITACAO_RECURSO	CD_SOLICITACAO_RECURSO	int	4	10	0	NO	YES
APP	SOLICITACAO_RECURSO	CD_TIPO_SOLICITACAO_RECURSO	smallint	2	5	0	YES	NO
APP	SOLICITACAO_RECURSO	CD_RECURSO	int	4	10	0	NO	NO
APP	SOLICITACAO_RECURSO	CD_BASE_OPERACIONAL	int	4	10	0	NO	NO
APP	SOLICITACAO_RECURSO	CD_FUNCIONARIO_MOTORISTA	int	4	10	0	NO	NO
APP	SOLICITACAO_RECURSO	CD_FUNCIONARIO_2	int	4	10	0	YES	NO
APP	SOLICITACAO_RECURSO	CD_FUNCIONARIO_3	int	4	10	0	YES	NO
APP	SOLICITACAO_RECURSO	HODOMETRO_INICIAL	int	4	10	0	YES	NO
APP	SOLICITACAO_RECURSO	HODOMETRO_FINAL	int	4	10	0	YES	NO
APP	SOLICITACAO_RECURSO	DH_INICIO_ATIVIDADE	datetime	8	23	3	YES	NO
APP	SOLICITACAO_RECURSO	DH_FIM_ATIVIDADE	datetime	8	23	3	YES	NO
APP	SOLICITACAO_RECURSO	ATIVIDADE	varchar	20	0	0	YES	NO
APP	SOLICITACAO_RECURSO	CD_ROTA	int	4	10	0	YES	NO
APP	SOLICITACAO_RECURSO	CD_REDE	int	4	10	0	YES	NO
APP	SOLICITACAO_RECURSO	CD_USUARIO	int	4	10	0	NO	NO
APP	SOLICITACAO_RECURSO	DH_ATUALIZACAO	datetime	8	23	3	YES	NO
APP	SOLICITACAO_RECURSO	CD_TIPO_STATUS_SOLICITACAO	tinyint	1	3	0	NO	NO
APP	SOLICITACAO_RECURSO	CD_RECURSO_ATIVIDADE	int	4	10	0	YES	NO
APP	SOLICITACAO_RECURSO	BL_STATUS	bit	1	1	0	NO	NO
APP	SOLICITACAO_RECURSO	DH_TIMESTAMP	datetime	8	23	3	NO	NO
APP	SOLICITACAO_RECURSO_PARADA	CD_SOLICITACAO_RECURSO_PARADA	int	4	10	0	NO	YES
APP	SOLICITACAO_RECURSO_PARADA	CD_TIPO_SOLICITACAO_RECURSO	smallint	2	5	0	NO	NO
APP	SOLICITACAO_RECURSO_PARADA	CD_TIPO_PARADA	int	4	10	0	NO	NO
APP	SOLICITACAO_RECURSO_PARADA	DH_INICIO_PARADA	datetime	8	23	3	NO	NO
APP	SOLICITACAO_RECURSO_PARADA	DH_PREVISTA	datetime	8	23	3	YES	NO
APP	SOLICITACAO_RECURSO_PARADA	DH_FIM_PARADA	datetime	8	23	3	YES	NO
APP	SOLICITACAO_RECURSO_PARADA	TEMPO_PARADA	int	4	10	0	YES	NO
APP	SOLICITACAO_RECURSO_PARADA	CD_FUNCIONARIO	int	4	10	0	YES	NO
APP	SOLICITACAO_RECURSO_PARADA	CD_RECURSO	int	4	10	0	NO	NO
APP	SOLICITACAO_RECURSO_PARADA	CD_BASE_OPERACIONAL	int	4	10	0	YES	NO
APP	SOLICITACAO_RECURSO_PARADA	CD_RODOVIA	int	4	10	0	NO	NO
APP	SOLICITACAO_RECURSO_PARADA	LONGITUDE	decimal	9	18	14	YES	NO
APP	SOLICITACAO_RECURSO_PARADA	LATITUDE	decimal	9	18	14	YES	NO
APP	SOLICITACAO_RECURSO_PARADA	KM	int	4	10	0	YES	NO
APP	SOLICITACAO_RECURSO_PARADA	METRO	int	4	10	0	YES	NO
APP	SOLICITACAO_RECURSO_PARADA	CD_USUARIO	int	4	10	0	NO	NO
APP	SOLICITACAO_RECURSO_PARADA	OBSERVACAO	varchar	200	0	0	YES	NO
APP	SOLICITACAO_RECURSO_PARADA	DH_ATUALIZACAO	datetime	8	23	3	YES	NO
APP	SOLICITACAO_RECURSO_PARADA	CD_RECURSO_PARADA	int	4	10	0	YES	NO
APP	SOLICITACAO_RECURSO_PARADA	CD_TIPO_STATUS_SOLICITACAO	tinyint	1	3	0	NO	NO
APP	SOLICITACAO_RECURSO_PARADA	BL_STATUS	bit	1	1	0	NO	NO
APP	SOLICITACAO_RECURSO_PARADA	DH_TIMESTAMP	datetime	8	23	3	NO	NO
APP	TIPO_SOLICITACAO_RECURSO	CD_TIPO_SOLICITACAO_RECURSO	smallint	2	5	0	NO	YES
APP	TIPO_SOLICITACAO_RECURSO	NOME	varchar	200	0	0	NO	NO
APP	TIPO_SOLICITACAO_RECURSO	BL_STATUS	bit	1	1	0	NO	NO
APP	TIPO_SOLICITACAO_RECURSO	DH_TIMESTAMP	datetime	8	23	3	NO	NO
APP	TIPO_STATUS_SOLICITACAO	CD_TIPO_STATUS_SOLICITACAO	tinyint	1	3	0	NO	YES
APP	TIPO_STATUS_SOLICITACAO	NOME	varchar	20	0	0	NO	NO
APP	TIPO_STATUS_SOLICITACAO	BL_STATUS	bit	1	1	0	NO	NO
APP	USUARIO_SOBRESCREVER	CD_USUARIO_SOBRESCREVER	int	4	10	0	NO	YES
APP	USUARIO_SOBRESCREVER	CD_USUARIO	int	4	10	0	NO	NO
APP	USUARIO_SOBRESCREVER	BL_SOBRESCREVER	bit	1	1	0	NO	NO
APP	USUARIO_SOBRESCREVER	BL_OC_AUTOMATICA	bit	1	1	0	NO	NO
APP	USUARIO_SOBRESCREVER	CD_USUARIO_CRIACAO	int	4	10	0	NO	NO
APP	USUARIO_SOBRESCREVER	CD_STATUS	bit	1	1	0	NO	NO
CLIMATEMPO	CIDADE	CD_CIDADE	int	4	10	0	NO	NO
CLIMATEMPO	CIDADE	CD_ESTADO	int	4	10	0	NO	NO
CLIMATEMPO	CIDADE	NOME	varchar	100	0	0	NO	NO
CLIMATEMPO	CIDADE	DESCRICAO	varchar	200	0	0	YES	NO
CLIMATEMPO	CIDADE	BL_STATUS	bit	1	1	0	NO	NO
CLIMATEMPO	CIDADE	DH_TIMESTAMP	datetime	8	23	3	NO	NO
CLIMATEMPO	CONDICAO	CD_CONDICAO	int	4	10	0	NO	YES
CLIMATEMPO	CONDICAO	NOME	varchar	50	0	0	NO	NO
CLIMATEMPO	CONDICAO	DESCRICAO	varchar	200	0	0	YES	NO
CLIMATEMPO	CONDICAO	BL_STATUS	bit	1	1	0	NO	NO
CLIMATEMPO	CONDICAO	DH_TIMESTAMP	datetime	8	23	3	NO	NO
CLIMATEMPO	ESTADO	CD_ESTADO	int	4	10	0	NO	YES
CLIMATEMPO	ESTADO	NOME	varchar	100	0	0	NO	NO
CLIMATEMPO	ESTADO	DESCRICAO	varchar	200	0	0	YES	NO
CLIMATEMPO	ESTADO	BL_STATUS	bit	1	1	0	NO	NO
CLIMATEMPO	ESTADO	DH_TIMESTAMP	datetime	8	23	3	NO	NO
CLIMATEMPO	PREVISAO	CD_PREVISAO	int	4	10	0	NO	YES
CLIMATEMPO	PREVISAO	CD_ESTADO	int	4	10	0	NO	NO
CLIMATEMPO	PREVISAO	CD_CIDADE	int	4	10	0	NO	NO
CLIMATEMPO	PREVISAO	DATA_HORA	datetime	8	23	3	NO	NO
CLIMATEMPO	PREVISAO	UMIDADE	decimal	5	7	1	YES	NO
CLIMATEMPO	PREVISAO	PRESSAO	decimal	5	7	1	YES	NO
CLIMATEMPO	PREVISAO	CHUVA_PRECIPITACAO	decimal	5	7	1	YES	NO
CLIMATEMPO	PREVISAO	VENTO_VELOCIDADE	decimal	5	7	1	YES	NO
CLIMATEMPO	PREVISAO	CD_VENTO_DIRECAO	int	4	10	0	YES	NO
CLIMATEMPO	PREVISAO	VENTO_GRAU_DIRECAO	decimal	5	7	1	YES	NO
CLIMATEMPO	PREVISAO	VENTO_RAJADA	decimal	5	7	1	YES	NO
CLIMATEMPO	PREVISAO	TEMPERATURA	decimal	5	7	1	YES	NO
CLIMATEMPO	PREVISAO	DH_VALIDADE	datetime	8	23	3	YES	NO
CLIMATEMPO	PREVISAO	DH_TIMESTAMP	datetime	8	23	3	NO	NO
CLIMATEMPO	PREVISAO_MOMENTO	CD_PREVISAO_MOMENTO	int	4	10	0	NO	YES
CLIMATEMPO	PREVISAO_MOMENTO	CD_ESTADO	int	4	10	0	NO	NO
CLIMATEMPO	PREVISAO_MOMENTO	CD_CIDADE	int	4	10	0	NO	NO
CLIMATEMPO	PREVISAO_MOMENTO	DATA_HORA	datetime	8	23	3	NO	NO
CLIMATEMPO	PREVISAO_MOMENTO	TEMPERATURA	decimal	5	7	1	YES	NO
CLIMATEMPO	PREVISAO_MOMENTO	CD_VENTO_DIRECAO	int	4	10	0	YES	NO
CLIMATEMPO	PREVISAO_MOMENTO	VENTO_VELOCIDADE	decimal	5	7	1	YES	NO
CLIMATEMPO	PREVISAO_MOMENTO	UMIDADE	decimal	5	7	1	YES	NO
CLIMATEMPO	PREVISAO_MOMENTO	CD_CONDICAO	int	4	10	0	YES	NO
CLIMATEMPO	PREVISAO_MOMENTO	PRESSAO	decimal	5	7	1	YES	NO
CLIMATEMPO	PREVISAO_MOMENTO	SENSACAO	int	4	10	0	YES	NO
CLIMATEMPO	PREVISAO_MOMENTO	DH_VALIDADE	datetime	8	23	3	YES	NO
CLIMATEMPO	PREVISAO_MOMENTO	DH_TIMESTAMP	datetime	8	23	3	NO	NO
CLIMATEMPO	VENTO_DIRECAO	CD_VENTO_DIRECAO	int	4	10	0	NO	YES
CLIMATEMPO	VENTO_DIRECAO	NOME	char	3	0	0	NO	NO
CLIMATEMPO	VENTO_DIRECAO	DESCRICAO	varchar	200	0	0	YES	NO
CLIMATEMPO	VENTO_DIRECAO	BL_STATUS	bit	1	1	0	NO	NO
CLIMATEMPO	VENTO_DIRECAO	DH_TIMESTAMP	datetime	8	23	3	NO	NO
dbo	ACAO_CONSERVACAO	CD_ACAO_CONSERVACAO	int	4	10	0	NO	YES
dbo	ACAO_CONSERVACAO	NOME	varchar	100	0	0	YES	NO
dbo	ACAO_CONSERVACAO	CD_STATUS	bit	1	1	0	YES	NO
dbo	ACAO_CONSERVACAO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ACIDENTE_CONDICAO_PNEU	CD_CONDICAO_PNEU	int	4	10	0	NO	NO
dbo	ACIDENTE_CONDICAO_PNEU	CONDICAO_PNEU	varchar	200	0	0	YES	NO
dbo	ACIDENTE_CONDICAO_PNEU	CD_STATUS	bit	1	1	0	YES	NO
dbo	ACIDENTE_CONDICAO_PNEU	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ACIDENTE_CONDICAO_VISIBILIDADE	CD_CONDICAO_VISIBILIDADE	int	4	10	0	NO	NO
dbo	ACIDENTE_CONDICAO_VISIBILIDADE	NOME	varchar	1000	0	0	YES	NO
dbo	ACIDENTE_CONDICAO_VISIBILIDADE	CD_STATUS	bit	1	1	0	YES	NO
dbo	ACIDENTE_CONDICAO_VISIBILIDADE	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ACIDENTE_CONDICOES_METEREOLOGICAS	CD_CONDICOES_METEREOLOGICAS	int	4	10	0	NO	YES
dbo	ACIDENTE_CONDICOES_METEREOLOGICAS	NOME	varchar	1000	0	0	YES	NO
dbo	ACIDENTE_CONDICOES_METEREOLOGICAS	CD_STATUS	bit	1	1	0	YES	NO
dbo	ACIDENTE_CONDICOES_METEREOLOGICAS	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ACIDENTE_CONDICOES_METEREOLOGICAS	DOMINIO_AGENCIA	varchar	100	0	0	YES	NO
dbo	ACIDENTE_CONDICOES_METEREOLOGICAS	BL_DETALHE_METEOROLOGIA	int	4	10	0	YES	NO
dbo	ACIDENTE_DETALHE_ACAO_ENVOLVIDO	CD_DETALHE_ACAO_ENVOLVIDO	int	4	10	0	NO	YES
dbo	ACIDENTE_DETALHE_ACAO_ENVOLVIDO	NOME	varchar	1000	0	0	YES	NO
dbo	ACIDENTE_DETALHE_ACAO_ENVOLVIDO	CD_STATUS	bit	1	1	0	YES	NO
dbo	ACIDENTE_DETALHE_ACAO_ENVOLVIDO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ACIDENTE_DETALHE_ENVOLVIDO	CD_DETALHE_ENVOLVIDO	int	4	10	0	NO	YES
dbo	ACIDENTE_DETALHE_ENVOLVIDO	NOME	varchar	1000	0	0	YES	NO
dbo	ACIDENTE_DETALHE_ENVOLVIDO	CD_STATUS	bit	1	1	0	YES	NO
dbo	ACIDENTE_DETALHE_ENVOLVIDO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ACIONAMENTO_ITENS	CD_ACIONAMENTO_ITENS	int	4	10	0	NO	YES
dbo	ACIONAMENTO_ITENS	NOME	varchar	200	0	0	NO	NO
dbo	ACIONAMENTO_ITENS	DH_TIMESTAMP	datetime	8	23	3	NO	NO
dbo	ACIONAMENTO_ITENS	CD_STATUS	bit	1	1	0	NO	NO
dbo	ADJACENCIA_CONSERVACAO	CD_ADJACENCIA_CONSERVACAO	int	4	10	0	NO	YES
dbo	ADJACENCIA_CONSERVACAO	NOME	varchar	100	0	0	YES	NO
dbo	ADJACENCIA_CONSERVACAO	CD_STATUS	int	4	10	0	YES	NO
dbo	AGENDAMENTO_MENSAGEM	CD_AGENDAMENTO_MENSAGEM	int	4	10	0	NO	YES
dbo	AGENDAMENTO_MENSAGEM	CD_MENSAGEM	int	4	10	0	NO	NO
dbo	AGENDAMENTO_MENSAGEM	CD_ATIVO	int	4	10	0	NO	NO
dbo	AGENDAMENTO_MENSAGEM	DH_INICIO	datetime	8	23	3	YES	NO
dbo	AGENDAMENTO_MENSAGEM	DH_FIM	datetime	8	23	3	YES	NO
dbo	AGENDAMENTO_MENSAGEM	CD_USUARIO	int	4	10	0	NO	NO
dbo	AGENDAMENTO_MENSAGEM	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	AGENDAMENTO_MENSAGEM	CD_STATUS	bit	1	1	0	YES	NO
dbo	AGRUPAMENTO_RELATORIO	CD_AGRUPAMENTO	int	4	10	0	NO	YES
dbo	AGRUPAMENTO_RELATORIO	AGRUPAMENTO	varchar	1000	0	0	YES	NO
dbo	AGRUPAMENTO_RELATORIO	CD_STATUS	bit	1	1	0	YES	NO
dbo	AGRUPAMENTO_RELATORIO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	AGRUPAMENTO_RELATORIO	BL_SUBAGRUPAMENTO	bit	1	1	0	YES	NO
dbo	AGRUPAMENTO_RELATORIO	BL_OUVIDORIA	bit	1	1	0	YES	NO
dbo	AGRUPAMENTO_RELATORIO	BL_EXIBIR_PODER_CONCEDENTE	bit	1	1	0	YES	NO
dbo	AIR_BAG	CD_AIR_BAG	int	4	10	0	NO	YES
dbo	AIR_BAG	NOME	varchar	500	0	0	YES	NO
dbo	AIR_BAG	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	AIR_BAG	CD_STATUS	bit	1	1	0	YES	NO
dbo	ALINHAMENTO_RODOVIA	CD_ALINHAMENTO_RODOVIA	int	4	10	0	NO	YES
dbo	ALINHAMENTO_RODOVIA	CD_RODOVIA	int	4	10	0	NO	NO
dbo	ALINHAMENTO_RODOVIA	CD_SENTIDO	int	4	10	0	NO	NO
dbo	ALINHAMENTO_RODOVIA	KM_METRO_INICIAL	decimal	5	7	3	NO	NO
dbo	ALINHAMENTO_RODOVIA	KM_METRO_FINAL	decimal	5	7	3	NO	NO
dbo	ALINHAMENTO_RODOVIA	CD_PISTA_ALINHAMENTO	int	4	10	0	NO	NO
dbo	ALINHAMENTO_RODOVIA	CD_STATUS	bit	1	1	0	YES	NO
dbo	ALINHAMENTO_RODOVIA	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ALMOXARIFADO	CD_ALMOXARIFADO	int	4	10	0	NO	YES
dbo	ALMOXARIFADO	NOME	varchar	100	0	0	YES	NO
dbo	ALMOXARIFADO	CD_STATUS	bit	1	1	0	YES	NO
dbo	ALMOXARIFADO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ALTA_HOSPITAL	CD_ALTA_HOSPITAL	int	4	10	0	NO	YES
dbo	ALTA_HOSPITAL	NOME	varchar	100	0	0	YES	NO
dbo	ALTA_HOSPITAL	CD_STATUS	bit	1	1	0	YES	NO
dbo	ALTA_HOSPITAL	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ALTERACAO_STATUS	CD_ALTERACAO_STATUS	int	4	10	0	NO	YES
dbo	ALTERACAO_STATUS	NUMERO_CHAMADO	varchar	100	0	0	YES	NO
dbo	ALTERACAO_STATUS	PROTOCOLO_ARTESP	varchar	100	0	0	YES	NO
dbo	ALTERACAO_STATUS	CD_MOTIVO_DESATIVACAO	int	4	10	0	YES	NO
dbo	ALTERACAO_STATUS	DH_DESATIVACAO	datetime	8	23	3	YES	NO
dbo	ALTERACAO_STATUS	DH_PREVISAO_RETORNO	datetime	8	23	3	YES	NO
dbo	ALTERACAO_STATUS	OBSERVACAO	varchar	300	0	0	YES	NO
dbo	ALTERACAO_STATUS	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ALTERACAO_STATUS	DH_ALTERACAO	datetime	8	23	3	YES	NO
dbo	ALTERACAO_STATUS	CD_STATUS	bit	1	1	0	YES	NO
dbo	ALTERACAO_STATUS	CD_USUARIO_MANIPULADOR	int	4	10	0	YES	NO
dbo	ALTERACAO_STATUS	DH_INICIO_DESATIVACAO	datetime	8	23	3	YES	NO
dbo	ANALISE_ACIDENTE	CD_ANALISE_ACIDENTE	int	4	10	0	NO	YES
dbo	ANALISE_ACIDENTE	CD_OCORRENCIA_ACIDENTE	int	4	10	0	YES	NO
dbo	ANALISE_ACIDENTE	PARECER_ANALITICO_GERENCIA	varchar	MAX	0	0	YES	NO
dbo	ANALISE_ACIDENTE	ACAO_CONSCIENTIZACAO_APLICAVEL	varchar	MAX	0	0	YES	NO
dbo	ANALISE_ACIDENTE	ACAO_ENGENHARIA_APLICAVEL	varchar	MAX	0	0	YES	NO
dbo	ANALISE_ACIDENTE	BL_NECESSIDADE_PERICIA	bit	1	1	0	YES	NO
dbo	ANALISE_ACIDENTE	DH_ENCERRAMENTO	datetime	8	23	3	YES	NO
dbo	ANALISE_ACIDENTE	CD_USUARIO	int	4	10	0	YES	NO
dbo	ANALISE_ACIDENTE	CD_STATUS	bit	1	1	0	YES	NO
dbo	ANALISE_ACIDENTE	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ANALISE_ACIDENTE	DH_INICIO	datetime2	8	27	7	NO	NO
dbo	ANALISE_ACIDENTE	DH_FIM	datetime2	8	27	7	NO	NO
dbo	ANALISE_ACIDENTE_ANEXO	CD_ANALISE_ACIDENTE_ANEXO	int	4	10	0	NO	YES
dbo	ANALISE_ACIDENTE_ANEXO	CD_ANALISE_ACIDENTE	int	4	10	0	NO	NO
dbo	ANALISE_ACIDENTE_ANEXO	CD_USUARIO	int	4	10	0	YES	NO
dbo	ANALISE_ACIDENTE_ANEXO	PATH_ANEXO	varchar	100	0	0	YES	NO
dbo	ANALISE_ACIDENTE_ANEXO	URL_ANEXO	varchar	100	0	0	YES	NO
dbo	ANALISE_ACIDENTE_ANEXO	NOME_ANEXO	varchar	50	0	0	YES	NO
dbo	ANALISE_ACIDENTE_ANEXO	TAMANHO	varchar	50	0	0	YES	NO
dbo	ANALISE_ACIDENTE_ANEXO	CD_STATUS	bit	1	1	0	YES	NO
dbo	ANALISE_ACIDENTE_ANEXO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ANALISE_ACIDENTE_ANEXO	DH_INICIO	datetime2	7	23	3	NO	NO
dbo	ANALISE_ACIDENTE_ANEXO	DH_FIM	datetime2	7	23	3	NO	NO
dbo	ANALISE_ACIDENTE_ANEXO	NOME	varchar	100	0	0	YES	NO
dbo	ANALISE_ACIDENTE_ANEXO	BL_IMAGEM	bit	1	1	0	YES	NO
dbo	ANALISE_ACIDENTE_ANEXO	BL_VIDEO	bit	1	1	0	YES	NO
dbo	ANALISE_ACIDENTE_ANEXO	BL_INAPROPRIADO	bit	1	1	0	YES	NO
dbo	ANALISE_ACIDENTE_ANEXO	BL_PERICIA	bit	1	1	0	YES	NO
