Objeto	Coluna	PK	FK	FKReferenceSource	FKReferenceFake
[dbo].[GESTAO_CONSERVA]	CD_SERVICO	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA]	CD_STATUS_CONSERVA	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA]	CD_SUB_ELEMENTO_CONSERVA	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA]	CD_SUBTIPO_CONSERVACAO	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA]	CD_TIPO_CONSERVA	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA]	CD_TIPO_CONSERVACAO	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA]	CD_USUARIO	False	False	NULL	[dbo].[USUARIO].[CD_USUARIO]
[dbo].[GESTAO_CONSERVA_ANEXO]	CD_GESTAO_CONSERVA_ANEXO	True	False	NULL	000000
[dbo].[GESTAO_CONSERVA_ANEXO]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[GESTAO_CONSERVA_ANEXO]	CD_GESTAO_CONSERVA	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_ANEXO]	CD_USUARIO	False	False	NULL	[dbo].[USUARIO].[CD_USUARIO]
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_ACAO_CONSERVACAO	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_CONSERVA	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_CONTRATO	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_ELEMENTO_CONSERVA	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_EMPRESA	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_EQUIPE	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_GRUPO_CONSERVA	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_LOCAL_CONSERVA	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_OCORRENCIA	False	False	NULL	[dbo].[OCORRENCIA].[CD_OCORRENCIA]
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_OCORRENCIA_CONSERVACAO	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_OCORRENCIA_DANO	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_ORIGEM	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_PATRIMONIO	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_PATRIMONIO_DETALHE	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_PISTA	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_PLANEJAMENTO_CONSERVA	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_RODOVIA	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_SENTIDO	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_SERVICO	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_STATUS_CONSERVA	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_SUB_ELEMENTO_CONSERVA	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_SUBTIPO_CONSERVACAO	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_TIPO_CONSERVA	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_TIPO_CONSERVACAO	False	False	NULL	000000
[dbo].[GESTAO_CONSERVA_HISTORICO]	CD_USUARIO	False	False	NULL	[dbo].[USUARIO].[CD_USUARIO]
[dbo].[GRAVIDADE]	CD_GRAVIDADE	True	False	NULL	000000
[dbo].[GRAVIDADE_COR]	CD_COR	True	False	NULL	000000
[dbo].[GRAVIDADE_OCORRENCIA]	CD_GRAVIDADE	True	False	NULL	000000
[dbo].[GRAVIDADE_OCORRENCIA]	CD_GRAVIDADE_COR	False	False	NULL	000000
[dbo].[GRUPO]	CD_GRUPO	True	False	NULL	000000
[dbo].[GRUPO]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[GRUPO]	CD_USUARIO_MANIPULADOR	False	False	NULL	000000
[dbo].[GRUPO_ALERTA]	CD_GRUPO_ALERTA	True	False	NULL	000000
[dbo].[GRUPO_ALERTA]	CD_TIPO_ALERTA	False	False	NULL	000000
[dbo].[GRUPO_ALERTA]	CD_USUARIO	False	False	NULL	[dbo].[USUARIO].[CD_USUARIO]
[dbo].[GRUPO_ALERTA_USUARIO]	CD_GRUPO_ALERTA_USUARIO	True	False	NULL	000000
[dbo].[GRUPO_ALERTA_USUARIO]	CD_GRUPO_ALERTA	False	False	NULL	000000
[dbo].[GRUPO_ALERTA_USUARIO]	CD_USUARIO	False	False	NULL	[dbo].[USUARIO].[CD_USUARIO]
[dbo].[GRUPO_ALERTA_USUARIO]	CD_USUARIO_MANIPULADOR	False	False	NULL	000000
[dbo].[GRUPO_CONSERVACAO]	CD_GRUPO_CONSERVACAO	True	False	NULL	000000
[dbo].[GRUPO_INSUMOS]	CD_GRUPO	True	False	NULL	000000
[dbo].[GRUPO_LOCAL_CONSERVACAO]	CD_GRUPO_LOCAL_CONSERVACAO	True	False	NULL	000000
[dbo].[GRUPO_LOCAL_CONSERVACAO]	CD_GRUPO_CONSERVACAO	False	False	NULL	000000
[dbo].[GRUPO_LOCAL_CONSERVACAO]	CD_LOCAL_CONSERVACAO	False	False	NULL	000000
[dbo].[GRUPO_RAMAL]	CD_GRUPO_RAMAL	True	False	NULL	000000
[dbo].[GRUPO_RAMAL]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[GRUPO_RELATORIO]	CD_GRUPO_RELATORIO	True	False	NULL	000000
[dbo].[GRUPO_RELATORIO]	CD_GRUPO	False	False	NULL	000000
[dbo].[GRUPO_RELATORIO]	CD_RELATORIO	False	False	NULL	000000
[dbo].[GRUPO_RELATORIO]	CD_USUARIO_MANIPULADOR	False	False	NULL	000000
[dbo].[GRUPO_RESPOSTA_PADRAO]	CD_GRUPO_RESPOSTA_PADRAO	True	False	NULL	000000
[dbo].[GRUPO_TIPO_ALERTA]	CD_GRUPO_TIPO_ALERTA	True	False	NULL	000000
[dbo].[GRUPO_TIPO_ALERTA]	CD_GRUPO_ALERTA	False	False	NULL	000000
[dbo].[GRUPO_TIPO_ALERTA]	CD_TIPO_ALERTA	False	False	NULL	000000
[dbo].[GRUPO_TIPO_ALERTA]	CD_USUARIO_MANIPULADOR	False	False	NULL	000000
[dbo].[GRUPO_TIPO_ATENDIMENTO_RECURSO]	CD_GRUPO_TIPO_ATENDIMENTO_RECURSO	True	False	NULL	000000
[dbo].[GRUPO_TIPO_OCORRENCIA]	CD_GRUPO_TIPO_OCORRENCIA	True	False	NULL	000000
[dbo].[GRUPO_TIPO_OCORRENCIA]	CD_USUARIO	False	False	NULL	[dbo].[USUARIO].[CD_USUARIO]
[dbo].[GRUPO_TIPO_RECURSO]	CD_GRUPO_TIPO_RECURSO	True	False	NULL	000000
[dbo].[HIPOTESE_ACIDENTAL]	CD_HIPOTESE_ACIDENTAL	True	False	NULL	000000
[dbo].[HIPOTESE_ACIDENTAL]	CD_AGENCIA	False	False	NULL	[dbo].[AGENCIA].[CD_AGENCIA]
[dbo].[HIPOTESE_ACIDENTAL]	CD_USUARIO	False	False	NULL	[dbo].[USUARIO].[CD_USUARIO]
[dbo].[HISTORICO_ATIVIDADE_USUARIO]	CD_HISTORICO_ATIVIDADE_USUARIO	True	False	NULL	000000
[dbo].[HISTORICO_ATIVIDADE_USUARIO]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[HISTORICO_ATIVIDADE_USUARIO]	CD_OBJETO	False	False	NULL	000000
[dbo].[HISTORICO_ATIVIDADE_USUARIO]	CD_OCORRENCIA	False	False	NULL	[dbo].[OCORRENCIA].[CD_OCORRENCIA]
[dbo].[HISTORICO_ATIVIDADE_USUARIO]	CD_USUARIO	False	False	NULL	[dbo].[USUARIO].[CD_USUARIO]
[dbo].[HISTORICO_ELOGIO_EMAIL]	CD_HISTORIO_ELOGIO_EMAIL	True	False	NULL	000000
[dbo].[HISTORICO_ELOGIO_EMAIL]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[HISTORICO_ELOGIO_EMAIL]	CD_OUVIDORIA	False	False	NULL	000000
[dbo].[HISTORICO_ELOGIO_EMAIL]	CD_USUARIO_MANIPULADOR	False	False	NULL	000000
[dbo].[HISTORICO_MODULO_SERVIDOR]	CD_HISTORICO_MODULO_SERVIDOR	True	False	NULL	000000
[dbo].[HISTORICO_MODULO_SERVIDOR]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[HISTORICO_MODULO_SERVIDOR]	CD_TIMESTAMP	False	False	NULL	000000
[dbo].[HISTORICO_MODULO_SERVIDOR]	CD_USUARIO	False	False	NULL	[dbo].[USUARIO].[CD_USUARIO]
[dbo].[HORAS]	CD_HORA	True	False	NULL	000000
[dbo].[ICONE_OCORRENCIA]	CD_ICONE_OCORRENCIA	True	False	NULL	000000
[dbo].[ILUMINACAO]	CD_ILUMINACAO	True	False	NULL	000000
[dbo].[ILUMINACAO]	CD_AGENCIA	False	False	NULL	[dbo].[AGENCIA].[CD_AGENCIA]
[dbo].[IMPACTO]	CD_IMPACTO	True	False	NULL	000000
[dbo].[IMPACTO]	CD_AGENCIA	False	False	NULL	[dbo].[AGENCIA].[CD_AGENCIA]
[dbo].[IMPACTO]	CD_USUARIO	False	False	NULL	[dbo].[USUARIO].[CD_USUARIO]
[dbo].[INDICIOS_INGESTAO_ALCOOL]	CD_INDICIOS_INGESTAO_ALCOOL	True	False	NULL	000000
[dbo].[INDICIOS_INGESTAO_ALCOOL]	CD_AGENCIA	False	False	NULL	[dbo].[AGENCIA].[CD_AGENCIA]
[dbo].[INFORMACAO_ITENS]	CD_INFORMACAO_ITENS	True	False	NULL	000000
[dbo].[INFORMACOES_GERAIS]	CD_INFORMACOES_GERAIS	True	False	NULL	000000
[dbo].[INSUMOS]	CD_INSUMO	True	False	NULL	000000
[dbo].[INSUMOS]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[INSUMOS]	CD_GRUPO	False	False	NULL	000000
[dbo].[INSUMOS]	CD_SUBGRUPO	False	False	NULL	000000
[dbo].[INTERFERENCIA]	CD_INTERFERENCIA	True	False	NULL	000000
[dbo].[INTERFERENCIA]	CD_AGENCIA	False	False	NULL	[dbo].[AGENCIA].[CD_AGENCIA]
[dbo].[INTERFERENCIA_PISTA]	CD_INTERFERENCIA_PISTA	True	False	NULL	000000
[dbo].[INTERFERENCIA_PISTA]	CD_AGENCIA	False	False	NULL	[dbo].[AGENCIA].[CD_AGENCIA]
[dbo].[INTERSECAO_PISTA]	CD_INTERSECAO_PISTA	True	False	NULL	000000
[dbo].[INTERSECAO_PISTA]	CD_AGENCIA	False	False	NULL	[dbo].[AGENCIA].[CD_AGENCIA]
[dbo].[JANELA]	CD_JANELA	True	False	NULL	000000
[dbo].[JUSTIFICATIVA_ATRASO]	CD_JUSTIFICATIVA_ATRASO	True	False	NULL	000000
[dbo].[JUSTIFICATIVA_ATRASO]	CD_ESTADO_OBJETO	False	False	NULL	000000
[dbo].[JUSTIFICATIVA_ATRASO]	CD_TIPO_CONGESTIONAMENTO	False	False	NULL	000000
[dbo].[JUSTIFICATIVA_ATRASO]	CD_USUARIO	False	False	NULL	[dbo].[USUARIO].[CD_USUARIO]
[dbo].[JUSTIFICATIVA_INSPECAO]	CD_JUSTIFICATIVA_INSPECAO	True	False	NULL	000000
[dbo].[JUSTIFICATIVA_TRECHO_INSPECAO_DETALHE]	CD_JUSTIFICATIVA_TRECHO_INSPECAO_DETALHE	True	False	NULL	000000
[dbo].[JUSTIFICATIVA_TRECHO_INSPECAO_DETALHE]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[JUSTIFICATIVA_TRECHO_INSPECAO_DETALHE]	CD_JUSTIFICATIVA_INSPECAO	False	False	NULL	000000
[dbo].[JUSTIFICATIVA_TRECHO_INSPECAO_DETALHE]	CD_TRECHO_INSPECAO_DETALHE	False	False	NULL	000000
[dbo].[JUSTIFICATIVA_TRECHO_INSPECAO_DETALHE]	CD_USUARIO	False	False	NULL	[dbo].[USUARIO].[CD_USUARIO]
[dbo].[LINKS_TELEFONES_UTEIS]	CD_LINKS_TELEFONES_UTEIS	True	False	NULL	000000
[dbo].[LINKS_TELEFONES_UTEIS]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[LINKS_TELEFONES_UTEIS]	CD_TIPO_LINKS_TELEFONES_UTEIS	False	False	NULL	000000
[dbo].[LINKS_TELEFONES_UTEIS]	CD_USUARIO	False	False	NULL	[dbo].[USUARIO].[CD_USUARIO]
[dbo].[LOCAL_CONSERVACAO]	CD_LOCAL_CONSERVACAO	True	False	NULL	000000
[dbo].[LOCAL_DESTINO_ANIMAL]	CD_LOCAL_DESTINO_ANIMAL	True	False	NULL	000000
[dbo].[LOCAL_DESTINO_ANIMAL]	CD_AGENCIA	False	False	NULL	[dbo].[AGENCIA].[CD_AGENCIA]
[dbo].[LOCAL_DESTINO_REMOCAO]	CD_LOCAL_DESTINO_REMOCAO	True	False	NULL	000000
[dbo].[LOCAL_DESTINO_REMOCAO]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[LOCAL_DESTINO_VITIMA]	CD_LOCAL_DESTINO_VITIMA	True	False	NULL	000000
[dbo].[LOCAL_DESTINO_VITIMA]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[LOCAL_DESTINO_VITIMA]	CD_RODOVIA	False	False	NULL	000000
[dbo].[LOCAL_ENTERRO_ANIMAL]	CD_LOCAL_ENTERRO_ANIMAL	True	False	NULL	000000
[dbo].[LOCAL_ENTERRO_ANIMAL]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[LOCAL_LESAO]	CD_LOCAL_LESAO	True	False	NULL	000000
[dbo].[LOCAL_MANUTENCAO]	CD_LOCAL_MANUTENCAO	True	False	NULL	000000
[dbo].[LOG_ATUALIZACAO_ATIVO_TRACING]	CD_LOG_ATUALIZACAO_ATIVO_TRACING	True	False	NULL	000000
[dbo].[LOG_ATUALIZACAO_ATIVO_TRACING]	CD_ATIVO	False	False	NULL	000000
[dbo].[LOG_ATUALIZACAO_ATIVO_TRACING]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[LOG_ATUALIZACAO_ATIVO_TRACING]	CD_LOG_ATUALIZACAO_ATIVO	False	False	NULL	000000
[dbo].[LOG_ATUALIZACAO_ATIVO_TRACING]	CD_STATUS_OPERACAO	False	False	NULL	000000
[dbo].[LOG_HISTORICO_ATENDIMENTO]	CD_LOG_HISTORICO_ATENDIMENTO	True	False	NULL	000000
[dbo].[LOG_HISTORICO_ATENDIMENTO]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[LOG_HISTORICO_ATENDIMENTO]	CD_OUVIDORIA	False	False	NULL	000000
[dbo].[LOG_HISTORICO_ATENDIMENTO]	CD_USUARIO	False	False	NULL	[dbo].[USUARIO].[CD_USUARIO]
[dbo].[LOG_LEITURAS_CONFIGURACAO_EMAIL]	CD_LOG_LEITURAS_CONFIGURACAO_EMAIL	True	False	NULL	000000
[dbo].[LOG_LEITURAS_CONFIGURACAO_EMAIL]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[LOG_LEITURAS_CONFIGURACAO_EMAIL]	CD_MODULO	False	False	NULL	000000
[dbo].[LOG_OCORRENCIA_EMAIL]	CD_LOG_OCORRENCIA_EMAIL	True	False	NULL	000000
[dbo].[LOG_OCORRENCIA_EMAIL]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[LOG_OCORRENCIA_EMAIL]	CD_GRUPO	False	False	NULL	000000
[dbo].[LOG_OCORRENCIA_EMAIL]	CD_OCORRENCIA	False	False	NULL	[dbo].[OCORRENCIA].[CD_OCORRENCIA]
[dbo].[LOG_OCORRENCIA_PROCEDURES]	CD_OCORRENCIA_PROCEDURES	True	False	NULL	000000
[dbo].[LOG_OCORRENCIA_PROCEDURES]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[LOG_OCORRENCIA_PROCEDURES]	CD_OCORRENCIA	False	False	NULL	[dbo].[OCORRENCIA].[CD_OCORRENCIA]
[dbo].[LOG_OCORRENCIA_PROCEDURES]	CD_USUARIO_MANIPULADOR	False	False	NULL	000000
[dbo].[LOG_OUVIDORIA]	CD_LOG_OUVIDORIA	True	False	NULL	000000
[dbo].[LOG_OUVIDORIA]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[LOG_OUVIDORIA_AREA]	CD_LOG_OUVIDORIA_AREA	True	False	NULL	000000
[dbo].[LOG_OUVIDORIA_AREA]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[LOG_OUVIDORIA_AREA]	CD_USUARIO_MANIPULADOR	False	False	NULL	000000
[dbo].[LOG_OUVIDORIA_EMAIL]	CD_LOG_OUVIDORIA_EMAIL	True	False	NULL	000000
[dbo].[LOG_OUVIDORIA_EMAIL]	CD_AREA	False	False	NULL	000000
[dbo].[LOG_OUVIDORIA_EMAIL]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[LOG_OUVIDORIA_EMAIL]	CD_OUVIDORIA	False	False	NULL	000000
[dbo].[LOG_OUVIDORIA_EMAIL_USUARIO]	CD_LOG_OUVIDORIA_EMAIL_USUARIO	True	False	NULL	000000
[dbo].[LOG_OUVIDORIA_EMAIL_USUARIO]	CD_AREA	False	False	NULL	000000
[dbo].[LOG_OUVIDORIA_EMAIL_USUARIO]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[LOG_OUVIDORIA_EMAIL_USUARIO]	CD_OUVIDORIA	False	False	NULL	000000
[dbo].[LOG_OUVIDORIA_PROCEDURES]	CD_OUVIDORIA_PROCEDURES	True	False	NULL	000000
[dbo].[LOG_OUVIDORIA_PROCEDURES]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[LOG_OUVIDORIA_PROCEDURES]	CD_OUVIDORIA	False	False	NULL	000000
[dbo].[LOG_OUVIDORIA_PROCEDURES]	CD_USUARIO_MANIPULADOR	False	False	NULL	000000
[dbo].[LOG_PERMISSAO]	CD_LOG_PERMISSAO	True	False	NULL	000000
[dbo].[LOG_PERMISSAO]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[LOG_PERMISSAO]	CD_USUARIO_MANIPULADOR	False	False	NULL	000000
[dbo].[LOG_RENDICAO]	CD_LOG_RENDICAO	True	False	NULL	000000
[dbo].[LOG_RENDICAO]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[LOG_RENDICAO]	CD_USUARIO_MANIPULADOR	False	False	NULL	000000
[dbo].[LOG_SMS]	CD_LOG_SMS	True	False	NULL	000000
[dbo].[LOG_SMS]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[LOG_SMS]	CD_GRUPO	False	False	NULL	000000
[dbo].[LOG_SMS]	CD_USUARIO_MANIPULADOR	False	False	NULL	000000
[dbo].[LOG_SOLICITACAO_OCORRENCIA]	CD_AGENCIA_REGULADORA	False	False	NULL	[dbo].[AGENCIA].[CD_AGENCIA]
[dbo].[LOG_SOLICITACAO_OCORRENCIA]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[LOG_SOLICITACAO_OCORRENCIA]	CD_ORIGEM_OCORRENCIA	False	False	NULL	000000
[dbo].[LOG_SOLICITACAO_OCORRENCIA]	CD_PISTA	False	False	NULL	000000
[dbo].[LOG_SOLICITACAO_OCORRENCIA]	CD_RECURSO	False	False	NULL	000000
[dbo].[LOG_SOLICITACAO_OCORRENCIA]	CD_REDE	False	False	NULL	000000
[dbo].[LOG_SOLICITACAO_OCORRENCIA]	CD_RODOVIA	False	False	NULL	000000
[dbo].[LOG_SOLICITACAO_OCORRENCIA]	CD_SENTIDO	False	False	NULL	000000
[dbo].[LOG_SOLICITACAO_OCORRENCIA]	CD_SOLICITACAO_OCORRENCIA	False	False	NULL	000000
[dbo].[LOG_SOLICITACAO_OCORRENCIA]	CD_TIPO_ACIDENTE	False	False	NULL	000000
[dbo].[LOG_SOLICITACAO_OCORRENCIA]	CD_TIPO_OCORRENCIA	False	False	NULL	000000
[dbo].[LOG_SOLICITACAO_OCORRENCIA]	CD_USUARIO	False	False	NULL	[dbo].[USUARIO].[CD_USUARIO]
[dbo].[LOTE_CONSERVACAO]	CD_LOTE_CONSERVACAO	True	False	NULL	000000
[dbo].[LOTE_EQUIPE_CONSERVACAO]	CD_LOTE_EQUIPE_CONSERVACAO	True	False	NULL	000000
[dbo].[LOTE_EQUIPE_CONSERVACAO]	CD_EQUIPE	False	False	NULL	000000
[dbo].[LOTE_EQUIPE_CONSERVACAO]	CD_LOTE_CONSERVACAO	False	False	NULL	000000
[dbo].[LOTE_USUARIO_CONSERVACAO]	CD_LOTE_USUARIO_CONSERVACAO	True	False	NULL	000000
[dbo].[LOTE_USUARIO_CONSERVACAO]	CD_LOTE_CONSERVACAO	False	False	NULL	000000
[dbo].[LOTE_USUARIO_CONSERVACAO]	CD_USUARIO	False	False	NULL	[dbo].[USUARIO].[CD_USUARIO]
[dbo].[MANIFESTACAO_OUVIDORIA]	CD_MANIFESTACAO_OUVIDORIA	True	False	NULL	000000
[dbo].[MANIFESTACAO_OUVIDORIA]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[MANIFESTACAO_OUVIDORIA]	CD_OUVIDORIA	False	False	NULL	000000
[dbo].[MANIFESTACAO_OUVIDORIA]	CD_USUARIO	False	False	NULL	[dbo].[USUARIO].[CD_USUARIO]
[dbo].[MAO_AREA_RESPONSAVEL_TIPO_OUVIDORIA]	CD_AREA_RESPONSAVEL_TIPO_OUVIDORIA	True	False	NULL	000000
[dbo].[MAO_AREA_RESPONSAVEL_TIPO_OUVIDORIA]	CD_AGENCIA_REGULADORA	False	False	NULL	[dbo].[AGENCIA].[CD_AGENCIA]
[dbo].[MAO_AREA_RESPONSAVEL_TIPO_OUVIDORIA]	CD_OUVIDORIA_AREA_RESPONSAVEL	False	False	NULL	000000
[dbo].[MAO_AREA_RESPONSAVEL_TIPO_OUVIDORIA]	CD_TIPO_OUVIDORIA	False	False	NULL	000000
[dbo].[MAO_CANAL_OUVIDORIA]	CD_CANAL_OUVIDORIA	True	False	NULL	000000
[dbo].[MAO_CLASSIFICACAO_PAGAMENTO]	CD_CLASSIFICACAO_PAGAMENTO	True	False	NULL	000000
[dbo].[MAO_DEFICIENTE_AUDITIVO]	CD_DEFICIENTE_AUDITIVO	True	False	NULL	000000
[dbo].[MAO_OCORRENCIA_VINCULADA]	CD_OCORRENCIA_VINCULADA	True	False	NULL	000000
[dbo].[MAO_OCORRENCIA_VINCULADA]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[MAO_OCORRENCIA_VINCULADA]	CD_OCORRENCIA_ASS	False	False	NULL	000000
[dbo].[MAO_OCORRENCIA_VINCULADA]	CD_OUVIDORIA	False	False	NULL	000000
[dbo].[MAO_OCORRENCIA_VINCULADA]	CD_USUARIO	False	False	NULL	[dbo].[USUARIO].[CD_USUARIO]
[dbo].[MAO_OCORRENCIA_VINCULADA_EXCLUIDA]	CD_OCORRENCIA_VINCULADA	True	False	NULL	000000
[dbo].[MAO_OCORRENCIA_VINCULADA_EXCLUIDA]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[MAO_OCORRENCIA_VINCULADA_EXCLUIDA]	CD_OCORRENCIA_ASS	False	False	NULL	000000
[dbo].[MAO_OCORRENCIA_VINCULADA_EXCLUIDA]	CD_OCORRENCIA_VINCULADA_EXCLUIDA	False	False	NULL	000000
[dbo].[MAO_OCORRENCIA_VINCULADA_EXCLUIDA]	CD_OUVIDORIA	False	False	NULL	000000
[dbo].[MAO_OCORRENCIA_VINCULADA_EXCLUIDA]	CD_USUARIO	False	False	NULL	[dbo].[USUARIO].[CD_USUARIO]
[dbo].[MAO_OUVIDORIA]	CD_OUVIDORIA	True	False	NULL	000000
[dbo].[MAO_OUVIDORIA]	CD_ATENDIMENTO_VOIP	False	False	NULL	000000
[dbo].[MAO_OUVIDORIA]	CD_BANCO	False	False	NULL	000000
[dbo].[MAO_OUVIDORIA]	CD_BASE_OPERACIONAL	False	False	NULL	000000
[dbo].[MAO_OUVIDORIA]	CD_CANAL_OUVIDORIA	False	False	NULL	000000
[dbo].[MAO_OUVIDORIA]	CD_CLASSIFICACAO_PAGAMENTO	False	False	NULL	000000
[dbo].[MAO_OUVIDORIA]	CD_CONCESSAO	False	False	NULL	[dbo].[CONCESSAO].[CD_CONCESSAO]
[dbo].[MAO_OUVIDORIA]	CD_CONDICAO_PNEU	False	False	NULL	000000
[dbo].[MAO_OUVIDORIA]	CD_COR	False	False	NULL	000000
[dbo].[MAO_OUVIDORIA]	CD_DEFICIENTE_AUDITIVO	False	False	NULL	000000
[dbo].[MAO_OUVIDORIA]	CD_DETALHE_ORIGEM	False	False	NULL	000000
[dbo].[MAO_OUVIDORIA]	CD_FATOR_GERADOR	False	False	NULL	000000
[dbo].[MAO_OUVIDORIA]	CD_LOCAL	False	False	NULL	000000
[dbo].[MAO_OUVIDORIA]	CD_MARCA	False	False	NULL	000000
[dbo].[MAO_OUVIDORIA]	CD_MODELO	False	False	NULL	000000
[dbo].[MAO_OUVIDORIA]	CD_MUNICIPIO	False	False	NULL	000000
[dbo].[MAO_OUVIDORIA]	CD_NACIONALIDADE	False	False	NULL	000000
[dbo].[MAO_OUVIDORIA]	CD_OCORRENCIA	False	False	NULL	[dbo].[OCORRENCIA].[CD_OCORRENCIA]
[dbo].[MAO_OUVIDORIA]	CD_OCORRENCIA_TOTEM	False	False	NULL	000000
[dbo].[MAO_OUVIDORIA]	CD_OPERADORA_TAG	False	False	NULL	000000
[dbo].[MAO_OUVIDORIA]	CD_OUVIDORIA_AREA_CRIACAO	False	False	NULL	000000
[dbo].[MAO_OUVIDORIA]	CD_OUVIDORIA_AREA_RESPONSAVEL	False	False	NULL	000000
